"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"22/03/2007","6.318,00","6.256,80","6.342,10","6.256,80","","0,98%"
"21/03/2007","6.256,80","6.220,30","6.287,50","6.207,70","","0,59%"
"20/03/2007","6.220,30","6.189,40","6.220,30","6.159,40","","0,50%"
"19/03/2007","6.189,40","6.130,60","6.200,60","6.130,60","","0,96%"
"16/03/2007","6.130,60","6.133,20","6.142,20","6.094,70","","-0,04%"
"15/03/2007","6.133,20","6.000,70","6.133,20","6.000,70","","2,21%"
"14/03/2007","6.000,70","6.161,20","6.161,20","6.000,70","","-2,61%"
"13/03/2007","6.161,20","6.233,30","6.240,70","6.161,20","","-1,16%"
"12/03/2007","6.233,30","6.245,20","6.276,30","6.219,30","","-0,19%"
"09/03/2007","6.245,20","6.227,70","6.255,80","6.190,30","","0,28%"
"08/03/2007","6.227,70","6.156,50","6.233,10","6.156,50","","1,16%"
"07/03/2007","6.156,50","6.138,50","6.167,60","6.106,10","","0,29%"
"06/03/2007","6.138,50","6.058,70","6.138,50","6.058,70","","1,32%"
"05/03/2007","6.058,70","6.116,20","6.116,20","5.989,60","","-0,94%"
"02/03/2007","6.116,20","6.116,00","6.164,40","6.085,60","","0,00%"
"01/03/2007","6.116,00","6.171,50","6.230,70","6.038,90","","-0,90%"
"28/02/2007","6.171,50","6.286,10","6.286,10","6.166,20","","-1,82%"
"27/02/2007","6.286,10","6.434,70","6.434,70","6.270,50","","-2,31%"
"26/02/2007","6.434,70","6.401,50","6.446,80","6.401,50","","0,52%"
"23/02/2007","6.401,50","6.380,90","6.401,50","6.357,10","","0,32%"
"22/02/2007","6.380,90","6.357,10","6.416,00","6.357,10","","0,37%"
"21/02/2007","6.357,10","6.412,30","6.430,40","6.352,10","","-0,86%"
"20/02/2007","6.412,30","6.444,40","6.448,10","6.392,40","","-0,50%"
"19/02/2007","6.444,40","6.419,50","6.451,40","6.419,50","","0,39%"
"16/02/2007","6.419,50","6.433,30","6.439,20","6.407,30","","-0,21%"
"15/02/2007","6.433,30","6.421,20","6.435,30","6.397,20","","0,19%"
"14/02/2007","6.421,20","6.381,80","6.421,20","6.378,60","","0,62%"
"13/02/2007","6.381,80","6.353,50","6.381,80","6.353,50","","0,45%"
"12/02/2007","6.353,50","6.382,80","6.383,10","6.344,70","","-0,46%"
"09/02/2007","6.382,80","6.346,40","6.395,40","6.346,40","","0,57%"
"08/02/2007","6.346,40","6.369,50","6.375,00","6.330,10","","-0,36%"
"07/02/2007","6.369,50","6.346,30","6.379,80","6.338,20","","0,37%"
"06/02/2007","6.346,30","6.317,90","6.369,70","6.317,90","","0,45%"
"05/02/2007","6.317,90","6.310,90","6.328,90","6.294,70","","0,11%"
"02/02/2007","6.310,90","6.282,20","6.329,00","6.282,20","","0,46%"
"01/02/2007","6.282,20","6.203,10","6.300,30","6.203,10","","1,28%"
"31/01/2007","6.203,10","6.242,00","6.257,30","6.197,50","","-0,62%"
"30/01/2007","6.242,00","6.239,90","6.250,10","6.212,50","","0,03%"
"29/01/2007","6.239,90","6.228,00","6.253,70","6.216,00","","0,19%"
"26/01/2007","6.228,00","6.269,30","6.271,40","6.226,40","","-0,66%"
"25/01/2007","6.269,30","6.314,80","6.335,10","6.262,10","","-0,72%"
"24/01/2007","6.314,80","6.227,60","6.320,90","6.227,60","","1,40%"
"23/01/2007","6.227,60","6.218,40","6.240,70","6.189,20","","0,15%"
"22/01/2007","6.218,40","6.237,20","6.270,90","6.215,80","","-0,30%"
"19/01/2007","6.237,20","6.210,30","6.243,30","6.178,00","","0,43%"
"18/01/2007","6.210,30","6.204,50","6.257,20","6.204,50","","0,09%"
"17/01/2007","6.204,50","6.215,70","6.227,00","6.163,50","","-0,18%"
"16/01/2007","6.215,70","6.263,50","6.266,40","6.206,40","","-0,76%"
"15/01/2007","6.263,50","6.239,00","6.279,70","6.239,00","","0,39%"
"12/01/2007","6.239,00","6.230,10","6.247,60","6.204,30","","0,14%"
"11/01/2007","6.230,10","6.160,70","6.233,10","6.130,20","","1,13%"
"10/01/2007","6.160,70","6.196,10","6.196,10","6.142,00","","-0,57%"
"09/01/2007","6.196,10","6.194,20","6.218,50","6.190,40","","0,03%"
"08/01/2007","6.194,20","6.220,10","6.246,00","6.187,00","","-0,42%"
"05/01/2007","6.220,10","6.287,00","6.287,00","6.220,10","","-1,06%"
"04/01/2007","6.287,00","6.319,00","6.319,00","6.261,00","","-0,51%"
"03/01/2007","6.319,00","6.310,90","6.322,00","6.296,00","","0,13%"
"02/01/2007","6.310,90","6.220,80","6.312,50","6.220,80","","1,45%"
